vid,uid,split,fid,exp
-qymcBqBEN4_10000_20000,-qymcBqBEN4_10000_20000_helicopter_2,train,0,The object making the loudest sound.
-qymcBqBEN4_10000_20000,-qymcBqBEN4_10000_20000_helicopter_3,train,0,The sounding object on the right of the red car.
-ss8ZeABGyY_35000_45000,-ss8ZeABGyY_35000_45000_helicopter_1,train,1,The sounding object above the other helicopter.
-ss8ZeABGyY_35000_45000,-ss8ZeABGyY_35000_45000_helicopter_2,train,0,The sounding object under the another helicopter.
-ss8ZeABGyY_35000_45000,-ss8ZeABGyY_35000_45000_helicopter_3,train,0,The object flying faster.
-ue3k_aV6mY_300000_310000,-ue3k_aV6mY_300000_310000_helicopter_1,train,0,The sounding object.
-ue3k_aV6mY_300000_310000,-ue3k_aV6mY_300000_310000_helicopter_2,train,0,The object that keeps making sound at all times.
-ue3k_aV6mY_300000_310000,-ue3k_aV6mY_300000_310000_helicopter_3,train,0,The object making the longest sound duration.
-ue3k_aV6mY_470000_480000,-ue3k_aV6mY_470000_480000_helicopter_1,train,0,The object making the loudest sound.
-ue3k_aV6mY_470000_480000,-ue3k_aV6mY_470000_480000_helicopter_2,train,0,The sounding object.
-ue3k_aV6mY_470000_480000,-ue3k_aV6mY_470000_480000_helicopter_3,train,0,The object that keeps making sound at all times.
-ue3k_aV6mY_69000_79000,-ue3k_aV6mY_69000_79000_helicopter_1,train,0,The object that keeps making sound at all times.
-ue3k_aV6mY_69000_79000,-ue3k_aV6mY_69000_79000_helicopter_2,train,0,The object making the loudest sound.
-ue3k_aV6mY_69000_79000,-ue3k_aV6mY_69000_79000_helicopter_3,train,0,The object making the longest sound duration.
-ue3k_aV6mY_765000_775000,-ue3k_aV6mY_765000_775000_helicopter_1,train,0,The object that keeps making sound at all times.
-ue3k_aV6mY_765000_775000,-ue3k_aV6mY_765000_775000_helicopter_2,train,0,The sounding object.
-ue3k_aV6mY_765000_775000,-ue3k_aV6mY_765000_775000_helicopter_3,train,0,The object making the loudest sound.
-wb3JWo4qTg_510000_520000,-wb3JWo4qTg_510000_520000_couch_1,train,0,The couch being sat on by two woman.
-wb3JWo4qTg_510000_520000,-wb3JWo4qTg_510000_520000_couch_2,train,0,The object behind the sounding two woman.
-wb3JWo4qTg_510000_520000,-wb3JWo4qTg_510000_520000_couch_3,train,0,NO.
00k9tRb3q8E_158000_168000,00k9tRb3q8E_158000_168000_man_1,train,1,The first object to make a sound.
00k9tRb3q8E_158000_168000,00k9tRb3q8E_158000_168000_man_2,train,1,The object that making a sound before the razor.
00k9tRb3q8E_158000_168000,00k9tRb3q8E_158000_168000_man_3,train,1,The object making longer sound duration than the razor.
00k9tRb3q8E_158000_168000,00k9tRb3q8E_158000_168000_razor_1,train,0,The object that making a sound after the man.
00k9tRb3q8E_158000_168000,00k9tRb3q8E_158000_168000_razor_2,train,0,The object making shorter sound duration than the man.
00k9tRb3q8E_158000_168000,00k9tRb3q8E_158000_168000_razor_3,train,0,The last object to make a sound.
00k9tRb3q8E_176000_186000,00k9tRb3q8E_176000_186000_razor_1,train,0,The sounding object.
00k9tRb3q8E_176000_186000,00k9tRb3q8E_176000_186000_razor_2,train,0,The object that keeps making sound at all times.
00k9tRb3q8E_176000_186000,00k9tRb3q8E_176000_186000_razor_3,train,0,The object making the loudest sound.
00pbt6aJV8Y_352000_362000,00pbt6aJV8Y_352000_362000_vacuum-cleaner_1,val,0,The first object to make a sound.
00pbt6aJV8Y_352000_362000,00pbt6aJV8Y_352000_362000_vacuum-cleaner_2,val,0,The sounding object on the right of the yello vacuum cleaner.
00pbt6aJV8Y_352000_362000,00pbt6aJV8Y_352000_362000_vacuum-cleaner_3,val,0,The sounding object.
09mLJftOYsc_43000_53000,09mLJftOYsc_43000_53000_car_1,train,9,The yellow car.
09mLJftOYsc_43000_53000,09mLJftOYsc_43000_53000_car_2,train,3,The object in front of the sounding emergency car.
09mLJftOYsc_43000_53000,09mLJftOYsc_43000_53000_car_3,train,8,NO.
09woAm5A_0E_2000_12000,09woAm5A_0E_2000_12000_dog_1,train,1,The object riding a horse.
09woAm5A_0E_2000_12000,09woAm5A_0E_2000_12000_dog_2,train,1,The dog riding the horse.
09woAm5A_0E_2000_12000,09woAm5A_0E_2000_12000_dog_3,train,1,the object on the horse.
0BRMWugfhgU_11000_21000,0BRMWugfhgU_11000_21000_sitar_1,train,0,The object making a sound by being played by the man.
0BRMWugfhgU_11000_21000,0BRMWugfhgU_11000_21000_sitar_2,train,0,The sounding object in front of the man.
0BRMWugfhgU_11000_21000,0BRMWugfhgU_11000_21000_sitar_3,train,2,The instrument that didn't make any sound.
0BRMWugfhgU_209000_219000,0BRMWugfhgU_209000_219000_sitar_1,train,2,The instrument that didn't make any sound.
0BRMWugfhgU_209000_219000,0BRMWugfhgU_209000_219000_sitar_2,train,0,The sounding object.
0BRMWugfhgU_209000_219000,0BRMWugfhgU_209000_219000_sitar_3,train,0,The brown and sounding sitar.
0BRVBuF0mSc_32000_42000,0BRVBuF0mSc_32000_42000_woman_1,train,6,The object making a sound by singing a song.
0BRVBuF0mSc_32000_42000,0BRVBuF0mSc_32000_42000_woman_2,train,6,The woman singing a song.
0BRVBuF0mSc_80000_90000,0BRVBuF0mSc_80000_90000_guitar_1,train,0,The object making lower sound than the woman.
0BRVBuF0mSc_80000_90000,0BRVBuF0mSc_80000_90000_guitar_2,train,0,The object making a sound by being played by the woman.
0BRVBuF0mSc_80000_90000,0BRVBuF0mSc_80000_90000_woman_1,train,2,The object making louder sound than the guitar.
0BXKhvov8nU_60000_70000,0BXKhvov8nU_60000_70000_keyboard_1,train,3,The object making a sound by being tapped.
0BXKhvov8nU_60000_70000,0BXKhvov8nU_60000_70000_keyboard_2,train,3,The first object to make a sound.
0BXKhvov8nU_60000_70000,0BXKhvov8nU_60000_70000_keyboard_3,train,3,The white keyboard.
0BsmPd44Bic_220000_230000,0BsmPd44Bic_220000_230000_girl_1,train,1,The object making a sound by sing a song.
0BsmPd44Bic_220000_230000,0BsmPd44Bic_220000_230000_girl_2,train,1,The object making a sound by playing the guitar.
0BsmPd44Bic_220000_230000,0BsmPd44Bic_220000_230000_girl_3,train,1,The girl wearing white clothes and playing the guitar.
0BsmPd44Bic_220000_230000,0BsmPd44Bic_220000_230000_guitar_1,train,0,The sounding guitar.
0BsmPd44Bic_220000_230000,0BsmPd44Bic_220000_230000_guitar_2,train,0,The object making a sound by being played by the girl.
0BsmPd44Bic_220000_230000,0BsmPd44Bic_220000_230000_guitar_3,train,0,The object making a sound by being played by a woman singing.
0BsmPd44Bic_220000_230000,0BsmPd44Bic_220000_230000_piano_1,train,3,The sounding piano.
0BsmPd44Bic_39000_49000,0BsmPd44Bic_39000_49000_girl_1,train,1,girl.
0BsmPd44Bic_39000_49000,0BsmPd44Bic_39000_49000_girl_2,train,1,The girl playing a guitar in front of the man.
0BsmPd44Bic_39000_49000,0BsmPd44Bic_39000_49000_girl_3,train,1,The object making a sound by playing the guitar.
0BsmPd44Bic_39000_49000,0BsmPd44Bic_39000_49000_guitar_1,train,0,The object making the loudest sound.
0BsmPd44Bic_39000_49000,0BsmPd44Bic_39000_49000_guitar_2,train,0,The guitar in front of the sounding piano.
0BsmPd44Bic_39000_49000,0BsmPd44Bic_39000_49000_piano_2,train,3,The object making slower rhythm than the guitar.
0BsmPd44Bic_39000_49000,0BsmPd44Bic_39000_49000_piano_3,train,4,The object making a sound by being played by the man.
0BsmPd44Bic_95000_105000,0BsmPd44Bic_95000_105000_girl_1,train,1,The object making the loudest sound.
0BsmPd44Bic_95000_105000,0BsmPd44Bic_95000_105000_girl_2,train,1,The object making a sound by singing.
0BsmPd44Bic_95000_105000,0BsmPd44Bic_95000_105000_girl_3,train,1,the object making the loudest sound.
0BsmPd44Bic_95000_105000,0BsmPd44Bic_95000_105000_guitar_1,train,0,The sounding object near the girl.
0BsmPd44Bic_95000_105000,0BsmPd44Bic_95000_105000_guitar_2,train,0,The object making a sound by being played by a girl.
0BsmPd44Bic_95000_105000,0BsmPd44Bic_95000_105000_piano_1,train,3,The object making a sound by being played by the man.
0BsmPd44Bic_95000_105000,0BsmPd44Bic_95000_105000_piano_2,train,3,The sounding object on the left of the guitar.
0DsdbA_2dfQ_28000_38000,0DsdbA_2dfQ_28000_38000_airplane_1,train,0,The object that keeps making sound at all times.
0DsdbA_2dfQ_28000_38000,0DsdbA_2dfQ_28000_38000_airplane_3,train,0,The sounding object.
0LO5TLbEQzA_170000_180000,0LO5TLbEQzA_170000_180000_helicopter_1,val,0,The sounding object.
0LO5TLbEQzA_170000_180000,0LO5TLbEQzA_170000_180000_helicopter_2,val,0,The object that keeps making sound at all times.
0LO5TLbEQzA_170000_180000,0LO5TLbEQzA_170000_180000_helicopter_3,val,0,the sounding object.
0MxhNDlpJ4Y_66000_76000,0MxhNDlpJ4Y_66000_76000_cello_1,train,0,The object making a sound by being played by the person on the right.
0MxhNDlpJ4Y_66000_76000,0MxhNDlpJ4Y_66000_76000_cello_2,train,0,The object making louder sound than the guzheng.
0MxhNDlpJ4Y_66000_76000,0MxhNDlpJ4Y_66000_76000_cello_3,train,0,The object making a sound by being played by the man.
0VqTBcZBw4g_2000_12000,0VqTBcZBw4g_2000_12000_guzheng_1,train,1,The last object to make a sound.
0VqTBcZBw4g_2000_12000,0VqTBcZBw4g_2000_12000_guzheng_2,train,1,the last object to make a sound.
0VqTBcZBw4g_2000_12000,0VqTBcZBw4g_2000_12000_guzheng_3,train,1,The object making a sound by being played by the person on the left.
0VqTBcZBw4g_2000_12000,0VqTBcZBw4g_2000_12000_pipa_1,train,2,The first object to make a sound.
0VqTBcZBw4g_2000_12000,0VqTBcZBw4g_2000_12000_pipa_2,train,2,the first object to make a sound.
0VqTBcZBw4g_2000_12000,0VqTBcZBw4g_2000_12000_pipa_3,train,2,The object making a sound by being played by the person on the right.
0VqTBcZBw4g_38000_48000,0VqTBcZBw4g_38000_48000_guzheng_1,train,1,The object making the loudest sound.
0VqTBcZBw4g_38000_48000,0VqTBcZBw4g_38000_48000_guzheng_2,train,1,The sounding object in front of the woman on the left.
0VqTBcZBw4g_38000_48000,0VqTBcZBw4g_38000_48000_guzheng_3,train,1,The sounding object on the left of the pipa.
0VqTBcZBw4g_38000_48000,0VqTBcZBw4g_38000_48000_pipa_1,train,0,The object making a sound by being played by the woman on the right.
0VqTBcZBw4g_38000_48000,0VqTBcZBw4g_38000_48000_pipa_2,train,0,The sounding object on the right of the sounding guzheng.
0VqTBcZBw4g_38000_48000,0VqTBcZBw4g_38000_48000_pipa_3,train,0,The object held by the woman on the right.
0YKDwGCoMkw_68000_78000,0YKDwGCoMkw_68000_78000_man_1,train,0,The first object to make a sound.
0YKDwGCoMkw_68000_78000,0YKDwGCoMkw_68000_78000_man_2,train,0,The object making a sound by talking.
0_Ifb_L-DMQ_15000_25000,0_Ifb_L-DMQ_15000_25000_boy_1,train,0,The object making the loudest sound.
0_Ifb_L-DMQ_15000_25000,0_Ifb_L-DMQ_15000_25000_boy_2,train,0,The object making a sound by singing a song.
0_Ifb_L-DMQ_15000_25000,0_Ifb_L-DMQ_15000_25000_boy_3,train,0,The object holding a ukulele.
0_Ifb_L-DMQ_15000_25000,0_Ifb_L-DMQ_15000_25000_ukulele_1,train,1,The object making lower sound than the boy.
0_Ifb_L-DMQ_15000_25000,0_Ifb_L-DMQ_15000_25000_ukulele_2,train,1,The object making a sound by being played by a boy.
0_Ifb_L-DMQ_15000_25000,0_Ifb_L-DMQ_15000_25000_ukulele_3,train,1,The object being held by a boy.
0_yN1k-S99I_30000_40000,0_yN1k-S99I_30000_40000_keyboard_1,train,0,The object that keeps making sound at all times.
0_yN1k-S99I_30000_40000,0_yN1k-S99I_30000_40000_keyboard_2,train,0,The sounding object.
0_yN1k-S99I_30000_40000,0_yN1k-S99I_30000_40000_keyboard_3,train,0,The object making a sound by being tapped on by the people.
0j1-0Y6lGck_120000_130000,0j1-0Y6lGck_120000_130000_clock_1,train,0,The sounding object.
0j1-0Y6lGck_120000_130000,0j1-0Y6lGck_120000_130000_clock_2,train,0,The object making the longest sound duration.
0j1-0Y6lGck_120000_130000,0j1-0Y6lGck_120000_130000_clock_3,train,0,The first object to make a sound.
0mqvQ1IFbwQ_14000_24000,0mqvQ1IFbwQ_14000_24000_cello_3,train,1,The sounding object in front of the woman.
0mqvQ1IFbwQ_14000_24000,0mqvQ1IFbwQ_14000_24000_saxophone_1,train,0,The object making a sound by being played by the man.
0mqvQ1IFbwQ_14000_24000,0mqvQ1IFbwQ_14000_24000_saxophone_2,train,0,The object making a sound by being played by the man on the left.
0mqvQ1IFbwQ_14000_24000,0mqvQ1IFbwQ_14000_24000_saxophone_3,train,0,The sounding object in front of the man.
0mqvQ1IFbwQ_39000_49000,0mqvQ1IFbwQ_39000_49000_cello_3,train,0,The sounding object on the right of the saxophone.
0nlEOp7_mAc_140000_150000,0nlEOp7_mAc_140000_150000_keyboard_1,train,0,The object making a sound by being tapped.
0nlEOp7_mAc_140000_150000,0nlEOp7_mAc_140000_150000_keyboard_2,train,0,The sounding object under the hand.
0nlEOp7_mAc_140000_150000,0nlEOp7_mAc_140000_150000_keyboard_3,train,0,The object making a sound by being typed by the man
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_flute_1,train,2,The object making the continuous sound.
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_flute_2,train,2,The object making louder sound than the guitar.
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_flute_3,train,2,The object making a sound by being played by the woman with curly hair.
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_guitar_1,train,0,The object making the intermittent sound.
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_guitar_2,train,0,The object making the slowest rhythm.
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_guitar_3,train,0,The object making a sound by being played by the man.
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_man_1,train,3,The man near the sounding guitar.
0pvrsFBmbc0_20000_30000,0pvrsFBmbc0_20000_30000_woman_1,train,1,The woman holding a flute.
0sgE-M5ES1Q_167000_177000,0sgE-M5ES1Q_167000_177000_guitar_1,train,0,The object making a sound by being played by the singing man.
0sgE-M5ES1Q_167000_177000,0sgE-M5ES1Q_167000_177000_guitar_2,train,0,The guitar being played by a man.
0sgE-M5ES1Q_167000_177000,0sgE-M5ES1Q_167000_177000_man_1,train,1,The object making a sound by singing a song.
0sgE-M5ES1Q_167000_177000,0sgE-M5ES1Q_167000_177000_man_2,train,1,The object making the shortest sound duration.
0sgE-M5ES1Q_240000_250000,0sgE-M5ES1Q_240000_250000_guitar_1,train,0,The object making a sound by being played by the man.
0sgE-M5ES1Q_240000_250000,0sgE-M5ES1Q_240000_250000_guitar_2,train,0,The sounding object in front of the man.
0sgE-M5ES1Q_240000_250000,0sgE-M5ES1Q_240000_250000_man_1,train,1,The object making a sound by singing a song.
0sgE-M5ES1Q_240000_250000,0sgE-M5ES1Q_240000_250000_man_2,train,1,The man playing a guitar.
0sgE-M5ES1Q_240000_250000,0sgE-M5ES1Q_240000_250000_man_3,train,1,The object making a sound by singing and playing the guitar.
0sgE-M5ES1Q_26000_36000,0sgE-M5ES1Q_26000_36000_guitar_1,train,0,The object that keeps making sound at all times.
0sgE-M5ES1Q_26000_36000,0sgE-M5ES1Q_26000_36000_man_1,train,1,The object making a sound by singing a song.
0sgE-M5ES1Q_26000_36000,0sgE-M5ES1Q_26000_36000_man_2,train,1,The object making a sound by singing and playing guitar.
0vHUAIONbJM_55000_65000,0vHUAIONbJM_55000_65000_cello_1,val,1,The object making a sound by being played by the woman.
0vHUAIONbJM_55000_65000,0vHUAIONbJM_55000_65000_cello_2,val,1,The last object to make a sound.
0vHUAIONbJM_55000_65000,0vHUAIONbJM_55000_65000_saxophone_1,val,0,The object making a sound by being played by the man.
0vHUAIONbJM_55000_65000,0vHUAIONbJM_55000_65000_saxophone_2,val,0,The first object to make a sound.
0vHUAIONbJM_55000_65000,0vHUAIONbJM_55000_65000_saxophone_3,val,0,The object making the longest sound duration.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_handpan_1,train,2,The sounding object on the leg of the man.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_handpan_3,train,3,The sounding object in front of the woman.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_man_1,train,0,the man near the sounding handpan.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_man_2,train,0,The object making a sound by playing two handpans.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_man_3,train,0,The object making a sound by playing two handpens.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_woman_1,train,1,the woman near the sounding handpan.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_woman_2,train,1,the woman.
0wueDobOttU_120000_130000,0wueDobOttU_120000_130000_woman_3,train,1,The object making a sound by playing a handpan.
0wueDobOttU_180000_190000,0wueDobOttU_180000_190000_handpan_1,train,1,The sounding object in front of the woman.
0wueDobOttU_180000_190000,0wueDobOttU_180000_190000_handpan_2,train,1,The object making a sound by being played by the woman.
0wueDobOttU_180000_190000,0wueDobOttU_180000_190000_handpan_3,train,0,The sounding object near the man.
0wueDobOttU_215000_225000,0wueDobOttU_215000_225000_handpan_1,train,1,The object making a sound by being played by the woman.
0wueDobOttU_215000_225000,0wueDobOttU_215000_225000_handpan_2,train,1,The sounding object on the left of the man.
0wueDobOttU_215000_225000,0wueDobOttU_215000_225000_handpan_3,train,0,The sounding object on the right of the woman.
0xZi2KZmtvY_60000_70000,0xZi2KZmtvY_60000_70000_accordion_1,train,1,The object making the fastest rhythm.
0xZi2KZmtvY_60000_70000,0xZi2KZmtvY_60000_70000_accordion_2,train,1,The accordion on the right of the guitar.
0xZi2KZmtvY_60000_70000,0xZi2KZmtvY_60000_70000_accordion_3,train,1,The object making a sound by being played by the man wearing glasses.
0xZi2KZmtvY_60000_70000,0xZi2KZmtvY_60000_70000_guitar_1,train,0,The object making the slowest rhythm.
0xZi2KZmtvY_60000_70000,0xZi2KZmtvY_60000_70000_guitar_2,train,0,The guitar on the left of the accordion.
0xcBKwbIlU8_70000_80000,0xcBKwbIlU8_70000_80000_keyboard_1,train,0,The sounding object under the hands.
0xcBKwbIlU8_70000_80000,0xcBKwbIlU8_70000_80000_keyboard_2,train,0,The object making a sound by being tapped with fingers.
0xcBKwbIlU8_70000_80000,0xcBKwbIlU8_70000_80000_keyboard_3,train,0,The object making a sound by being tapped by fingers.
0ydN4P9JEHE_40000_50000,0ydN4P9JEHE_40000_50000_man_1,train,0,The first object to make a sound.
1-MAuXVVyB8_19000_29000,1-MAuXVVyB8_19000_29000_boy_1,train,0,The object making a sound by singing a song.
1-MAuXVVyB8_19000_29000,1-MAuXVVyB8_19000_29000_boy_2,train,0,The object wearing an earphone.
1-MAuXVVyB8_19000_29000,1-MAuXVVyB8_19000_29000_boy_3,train,0,The object making a sound by playing the ukulele and singing.
1-MAuXVVyB8_19000_29000,1-MAuXVVyB8_19000_29000_ukulele_1,train,1,The object making a sound by being played by the boy.
1-MAuXVVyB8_19000_29000,1-MAuXVVyB8_19000_29000_ukulele_2,train,1,The object held by the boy.
